First Name,Last Name,Email Address,Net Worth,Company,Title,Address,City,State,Year
Scott,Summers,scott.summers@example.org,377794118.56,Xavier Institute,Teacher,202 Mutant Way,Middletown,DE,2017
Hermione,Granger,hermione.granger@example.org,240389500.7,Ministry of Magic,Department Head,9 Spell St,Hockessin,DE,2020
Velma,Dinkley,velma.dinkley@example.org,904815.9,Mystery Inc.,Detective,13 Scooby Ct,Middletown,DE,2017
Jean,Grey,jean.grey@example.org,110193683.32,Xavier Institute,Teacher,201 Mutant Way,Middletown,DE,2016
Bruce,Wayne,bruce.wayne@example.org,9850096776.29,Wayne Enterprises,CEO,1 Wayne Manor,Greenville,DE,2015
Mickey,Mouse,mickey.mouse@example.org,1109189.01,Disney Co,Entertainer,100 Disney Dr,Wilmington,DE,2015
Diana,Prince,diana.prince@example.org,233396809.0,Smithsonian,Curator,300 Amazon Way,Lewes,DE,2018
Barbara,Gordon,barbara.gordon@example.org,1353689.3,Gotham PD,IT Specialist,403 Oracle Ave,Wilmington,DE,2016
Tony,Stark,tony.stark@example.org,7535067912.69,Stark Industries,CEO,10880 Malibu Point,Greenville,DE,2017
Lois,Lane,lois.lane@example.org,1481403.08,Daily Planet,Reporter,50 Planet Sq,Newark,DE,2016
Rick,Sanchez,rick.sanchez@example.org,463495253.09,Space Cruiser Inc.,Scientist,1 Infinite Rick,Bear,DE,2016
Tony,Stark,tony.stark@example.org,7535067912.69,Stark Industries,COE,10880 Malibu Point,Greenville,DE,2017
Diana,Prince,diana.prince@example.org,219080973.59,Smithsonian,Curator,300 Amazon Way,Lewes,DE,2015
Hermione,Granger,hermione.granger@example.org,,Ministry of Magic,Department Head,9 Spell St,Hockessin,DE,2021
Ash,Ketchum,ash.ketchum@example.org,5662.3,Pokemon League,Trainer,8 Pallet Pkwy,Rehoboth Beach,DE,2019
Tony,Chopper,tony.chopper@example.org,1411192.81,Straw Hat Crew,Doctor,Going Merry,Lewes,DE,2025
Tony,Stark,tony.stark@example.org,7650548773.26,Stark Industries,CEO,10880 Malibu Point,Greenville,DE,2022
Bugs,Bunny,bugs.bunny@example.org,783968.09,Warner Bros.,Actor,200 Looney Ln,Newark,DE,2023
Steve,Rogers,steve.rogers@example.org,1300034.97,USO,Captain,1776 Freedom Rd,Seaford,DE,2018
Velma,Dinkley,velma.dinkley@example.org,954232.93,Mystery Inc.,Detective,13 Scooby Ct,Middletown,DE,2019
Hermione,Granger,hermione.granger@example.org,243897430.17,Ministry of Magic,Department Head,9 Spell St,Hockessin,DE,2022
Natasha,Romanoff,natasha.romanoff@example.org,896271.21,SHIEDL,Agent,007 Widow Ln,New Castle,DE,2018
Lois,Lane,lois.lane@example.org,1687123.07,Daily Planet,Reporter,50 Planet Sq,Newark,DE,2021
Mickey,Mouse,mickey.mouse@example.org,1349160.86,Disney Co,Entertainer,100 Disney Dr,Wilmington,DE,2024
Wanda,Maximoff,wanda.maximoff@example.org,391548140.57,Avengers,Member,616 Scarlet Dr,Greenville,DE,2025
Ron,Weasley,ron.weasley@example.org,2369862.33,Weasleys' Wizard Wheezes,Manager,94 uBrrow Ln,Milford,DE,2021
Harley,Quinn,harley.quinn@example.org,771626.01,Self‑Employed,Psychiatrist,251 Arkham Blvd,Wilmington,DE,2021
Rick,Sanchez,rick.sanchez@example.org,511148062.28,Space Cruiser Inc.,Scientist,1 Infinite Rick,Bear,DE,2018
Ron,Weasley,ron.weasley@example.org,2483330.6,Weasleys' Wizard Wheezes,Manager,94 Burrow Ln,Milford,DE,2024
Wanda,Maximoff,wanda.maximoff@example.org,353020452.34,Avengers,Member,616 Scarlet Dr,Greenville,DE,2023
Hermione,Granger,hermione.granger@example.org,271646306.74,Ministry of Magic,Department Head,9 Spell St,Hockessin,DE,2024
Scott,Summers,scott.summers@example.org,377794118.56,Xavier Institute,Teacher,202 Mutant Way,Middletown,DE,2017
Lisa,Simpson,lisa.simpson@example.org,9174.53,Springifeld Elementary,Student,742 vEergreen Ter,Elkton,MD,2020
Scott,Summers,scott.summers@example.org,396495413.86,aXvier Institute,Teacher,202 Mutant Way,Middletown,DE,2019
Lisa,Simpson,lisa.simpson@example.org,9.4,Springfield Elementary,Student,742 Evergreen Ter,Elkton,MD,2016
Bruce,Wayne,bruce.wayne@example.org,,Wayne Enterprises,CEO,1 Wayne Manor,Greenville,DE,2024
SpongeBob,SquarePants,spongebob.squarepants@example.org,1509.74,Krusty Krab,Fry Cook,124 Conch St,Rehoboth Beach,DE,2019
Patrick,Star,patrick.star@example.org,8277.49,Krabby Krab,Line Cook,42 Ocean Ave,Ocean City,MD,2023
Barbara,Gordon,barbara.gordon@example.org,1510439.71,Gotham PD,IT Specialist,403 Oracle Ave,Wilmington,DE,2019
Homer,Simpson,homer.simpson@example.org,644898.28,Springfield Nuclear Plant,Safety Inspector,744 Evergreen Ter,Elkton,MD,2015
Harley,Quinn,harley.quinn@example.org,774909.49,Self‑Employed,Psychiatrist,251 Arkham Blvd,Wilmington,DE,2023
Velma,Dinkley,velma.dinkley@example.org,956515.6,Mystery Inc.,Detective,13 Scooby Ct,Middletown,DE,2018
Scott,Summers,scott.summers@example.org,381426402.96,Xavier Institute,Teacher,220 Mutant Way,Middletown,DE,2015
Mickey,Mouse,mickey.mouse@example.org,1083449.66,Disney Co,Entertainer,100 Disney Dr,Wilmington,DE,2016
Jean,Grey,jean.grey@example.org,123225348.08,Xavier Institute,Teacher,201 Mutant Way,Middletown,DE,2021
Bruce,Wayne,bruce.wayne@example.org,9486888978.62,Wayne Enterprises,ECO,1 Wayne aMnor,Greenville,DE,2018
Peter,Parker,peter.parker@example.org,6.24,Daily Bugle,Photojournalist,314 Spider St,Dover,DE,2021
Diana,Prince,diana.prince@example.org,219080973.59,Smithsonian,Curator,300 Amazon Way,Lewes,DE,2015
Ash,Ketchum,ash.ketchum@example.org,5361.56,Pokemon eLague,Trianer,8 Pallet Pkwy,Rehoboth Beach,DE,2017
Velma,Dinkley,velma.dinkley@example.org,982224.53,MysteryI nc.,Detective,13 Scooby Ct,Middletown,DE,2020
Patrick,Star,patrick.star@example.org,8163.98,Krabby Krab,Line Cook,42 Ocean Ave,Ocean City,MD,2016
Patrick,Star,patrick.star@example.org,7468.29,Krabby Krab,Line Cook,42 Ocean Ave,Ocean City,MD,2021
Steve,Rogers,steve.rogers@example.org,1207033.14,USO,Captain,1776 Freedom Rd,Seaford,DE,2017
Mickey,Mouse,mickey.mouse@example.org,1142633.5,Disney Co,Entertainer,100 Disney Dr,Wilmington,DE,2019
Morty,Smith,morty.smith@example.org,8646.87,Smith Household,Student,31 Citadel Way,Bear,DE,2021
Mickey,Mouse,mickey.mouse@example.org,1167139.11,Disney Co,Entertainer,100D isney Dr,Wilmington,DE,2018
Tony,Stark,tony.stark@example.org,7656657177.76,Stark Industries,CEO,10880 Malibu Point,Greenville,DE,2018
Barbara,Gordon,barbara.gordon@example.org,1472100.31,Gotham PD,IT Specialist,403 Oracle Ave,Wilmington,DE,2020
Clark,Kent,clark.kent@example.org,1638553.85,Daily Planet,Reporter,12 Krypton Blvd,Smyrna,DE,2022
Homer,Simpson,homer.simpson@example.org,835407.03,Springfield Nuclear Plant,Safety Isnpector,744 Evergreen Ter,Elkton,MD,2021
Ron,Weasley,ron.weasley@example.org,1919774.49,Weasleys' Wizard Wheezes,Manager,94 Burrow Ln,Milford,DE,2015
Peter,Parker,peter.parker@example.org,6145.39,aDily Bugle,Photojournalist,,Dover,DE,2018
Hermione,Granger,hermione.granger@example.org,240389500.7,Ministry of Magic,Department Head,9 Spell St,Hockessin,DE,2020
Velma,Dinkley,velma.dinkley@example.org,944290.6,Mystery Inc.,Detective,13 Scooby Ct,Middletown,DE,2023
Scott,Summers,scott.summers@example.org,,Xavire Institute,Teacher,202 Mutant Way,Middletown,DE,2021
Barbara,Gordon,barbara.gordon@example.org,1478131.68,Gotham PD,IT Specialist,403 Oracle Ave,Wilmington,DE,2018
Scott,Summers,scott.summers@example.org,425885501.45,Xavier Institute,Teacher,202 Mutant Way,Middletown,DE,2024
Diana,Prince,diana.prince@example.org,244197419.15,Smithsonian,Curator,300 Amazon Way,Lewes,DE,2022
Bugs,Bunny,bugs.bunny@example.org,824808.92,Warner Bros.,Actor,200 Looney Ln,Newark,DE,2024
Bruce,Wayne,bruce.wayne@example.org,9486888978.62,Wayne Enterprises,CEO,1 Wayne Manor,Greenville,DE,2018
Diana,Prince,diana.prince@example.org,244197419.15,Smithsonian,Curator,300 Amazon Way,Lewes,DE,2022
Steve,Rogers,steve.rogers@example.org,1297421.84,USO,Captain,1776 Freedom Rd,Seaford,DE,2022
Natasha,Romanoff,natasha.romanoff@example.org,946157.61,SHIELD,Agent,007 Widow Ln,New Castle,DE,2022
Harley,Quinn,harley.quinn@example.org,776737.73,Self‑Employed,Psychiatrist,251 Arkham Blvd,Wilmington,DE,2020
Ron,Weasley,ron.weasley@example.org,2223628.69,Weasleys' Wizard Wheezes,Manager,94 Burrow Ln,Milford,DE,2020
Velma,Dinkley,velma.dinkley@example.org,931442.9,Mystery Inc.,Detective,13 Scooby Ct,Middletown,DE,2022
Morty,Smith,morty.smith@example.org,8412.56,Smith Household,Student,31 Citadel Way,Bear,DE,2016
Bugs,Bunny,bugs.bunny@example.org,857624.05,Warner Bros.,Actor,200 Looney Ln,Newark,DE,2025
Hermione,Granger,hermione.granger@example.org,234968256.05,Ministry of Magic,Department Head,9 Spell St,Hockessin,DE,2017
Diana,Prince,diana.prince@example.org,212383251.68,Smithsonian,Curator,300 Amazon Way,Lewes,DE,2016
Lois,Lane,lois.lane@example.org,1501102.01,Daily Planet,Reporter,50 Planet Sq,Newark,DE,2017
Patrick,Star,patrick.star@example.org,8160.97,Krabby Krab,Line Cook,42 Ocean Ave,Ocean City,MD,2024
Rick,Sanchez,rick.sanchez@example.org,529816194.27,Space Cruiser Inc.,Scientist,1 Infinite Rick,Bear,DE,2020
Peter,Parker,peter.parker@example.org,5967.89,Daily Bugle,Photojournalist,314 Spider St,Dover,DE,2016
Ash,Ketchum,ash.ketchum@example.org,5361.56,Pokemon League,Trainer,8 Pallet Pkwy,Rehoboth Beach,DE,2017
Diana,Prince,diana.prince@example.org,244197419.15,Smithsonian,Curator,300 Amazon Way,Lewes,DE,2022
Diana,Prince,diana.prince@example.org,264380636.28,Smithsonian,Curator,300 Amazon Way,Lewes,DE,2025
Diana,Prince,diana.prince@example.org,,Smithsonian,Curator,300 Amazon Way,Lewes,DE,2023
Barbara,Gordon,barbara.gordon@example.org,1551311.02,Gotham PD,IT Specialist,403 Oracle Ave,Wilmington,DE,2022
Barbara,Gordon,barbara.gordon@example.org,1389438.88,Gotham PD,IT Specialist,403 Oracle Ave,Wilmington,DE,2015
Ron,Weasley,ron.weasley@example.org,2566652.04,Weasleys' Wizard Wheezes,Manager,94 Burrow Ln,Milford,DE,2023
Scott,Summers,scott.summers@example.org,437667799.43,Xavier Institute,Teacher,202 Mutant Way,Middletown,DE,2025
Steve,Rogers,steve.rogers@example.org,1438023.24,USO,Captain,1776 Freedom Rd,Seaford,DE,2025
Scott,Summers,scott.summers@example.org,428334692.95,Xavier Institute,Teacher,202 Mutant Way,Middletown,DE,2023
Lisa,Simpson,lisa.simpson@example.org,9961.81,Springfield Elementary,Student,742 Evergreen Ter,Elkton,MD,2024
Lisa,Simpson,lisa.simpson@example.org,9295.23,Springfield Elementary,Student,742 Evergreen Ter,Elkton,MD,2023
Tony,Stark,tony.stark@example.org,7601127792.76,Stark Industries,CEO,10880 Malibu Point,Greenville,DE,2019
Lois,Lane,lois.lane@example.org,1623856.14,Daily Planet,Reporter,50 Planet Sq,Newark,DE,2022
Wanda,Maximoff,wanda.maximoff@example.org,325900221.65,Avengers,Member,616 Scarlet Dr,Greenville,DE,2019
Ash,Ketchum,ash.ketchum@example.org,5551.8,Pokemon League,Trainer,8 Pallet Pkwy,Rehoboth Beach,DE,2022
Steve,Rogers,steve.rogers@example.org,1300034.97,SUO,Captani,1776 Freedom Rd,Seaford,DE,2018
Wanda,Maximoff,wanda.maximoff@example.org,325309742.94,Avengers,Member,616 Scarlet Dr,Greenville,DE,2018
Hermione,Granger,hermione.granger@example.org,252266245.79,Ministry of Magic,Department Head,9S pell St,Hockessin,DE,2015
Wanda,Maximoff,wanda.maximoff@example.org,344747853.91,Avengers,Member,616 Scarlet Dr,Greenville,DE,2021
Tony,Chopper,tony.chopper@example.org,1442990.41,Straw Hat Crew,Doctor,Going Merry,Lewes,DE,2023
Natasha,Romanoff,natasha.romanoff@example.org,964193.33,SHIELD,Agent,007 Widow Ln,New Castle,DE,2020
Natasha,Romanoff,natasha.romanoff@example.org,971187.61,SHIELD,Agent,007 Widow Ln,New Castle,DE,2023
Mickey,Mouse,mickey.mouse@example.org,1083449.66,Disney Co,Entertainer,,Wilmington,DE,2016
Peter,Parker,peter.parker@example.org,6284.21,Daily Bugle,Photojournalist,314 Spider St,Dover,DE,2020
Hermione,Granger,hermione.granger@example.org,243897430.17,Ministry of Magci,Department Head,9 Spell St,Hockessin,DE,2022
Harley,Quinn,harley.quinn@example.org,726129.08,Self‑Employed,Psychiatrist,251 rAkham Blvd,Wilmington,DE,2025
Hermione,Granger,hermione.granger@example.org,261922027.57,Ministry of Magic,Department Head,9 Spell St,Hockessin,DE,2023
Harley,Quinn,harley.quinn@example.org,703655.32,Self‑Employed,Psychiatrist,251 Arkham Blvd,Wilmington,DE,2015
Ron,Weasley,ron.weasley@example.org,2483330.6,Weasleys' Wizard Wheezes,Manager,94 Burrow Ln,Milford,DE,2024
Bruce,Wayne,bruce.wayne@example.org,9418046942.3,Wayne Enterprises,CEO,1 Wayne Manor,Greenville,DE,2025
Velma,Dinkley,velma.dinkley@example.org,939430.14,Mystery Inc.,Detective,13 Scooby Ct,Middletown,DE,2025
Wanda,Maximoff,wanda.maximoff@example.org,337023802.98,Avengers,Member,616 Scarlet Dr,Greenville,DE,2022
Patrick,Star,patrick.star@example.org,8435.25,Krabby Krab,Line Cook,42 Ocean Ave,Ocean City,MD,2025
Rick,Sanchez,rick.sanchez@example.org,502933416.36,Space Cruiser Inc.,Scientist,1 Infinite Rick,Bear,DE,2024
Lisa,Simpson,lisa.simpson@example.org,9286.51,Springfiled Elementary,Student,742 Evergreen Ter,Elkton,MD,2019
Velma,Dinkley,velma.dinkley@example.org,939430.14,Mystery Inc.,Detective,13 Scoob yCt,Middletown,DE,2025
Bugs,Bunny,bugs.bunny@example.org,668146.54,Warner Bros.,Actor,200 Looney Ln,Newark,DE,2018
Natasha,Romanoff,natasha.romanoff@example.org,896271.21,SHIELD,Agent,007 Widow Ln,New Castle,DE,2018
Barbara,Gordon,barbara.gordon@example.org,1551311.02,Gotham PD,IT Specialist,403 Oracle Ave,Wilmington,DE,2022
Velma,Dinkley,velma.dinkley@example.org,897981.37,Mystery Inc.,Detective,13 Scooby Ct,Middletown,DE,2016
Clark,Kent,clark.kent@example.org,1759272.18,Daily Planet,Reporter,12 Krypton Blvd,Smyrna,DE,2023
SpongeBob,SquarePants,spongebob.squarepants@example.org,1509.74,Krusty Krab,Fry Cook,124 Conch St,Rehoboth Beach,DE,2019
Bugs,Bunny,bugs.bunny@example.org,714736.58,Warner Bros.,Actor,200 Looney Ln,Newark,DE,2016
Steve,Rogers,steve.rogers@example.org,-1438023.24,USO,Captain,1776 Freedom Rd,Seaford,DE,2025
Steve,Rogers,steve.rogers@example.org,1297421.84,USO,Captain,1776 Freedom Rd,Seaford,DE,2022
Ash,Ketchum,ash.ketchum@example.org,5361.56,Pokemon League,Trainer,8 Pallet Pkwy,Rehoboth Beach,DE,2017
Tony,Stark,tony.stark@example.org,,Stark Industries,CEO,10880 Malibu Point,Greenville,DE,2022
Wanda,Maximoff,wanda.maximoff@example.org,380834783.81,Avengers,Member,616 Scarlet Dr,Greenville,DE,2024
Natasha,Romanoff,natasha.romanoff@example.org,,SHIELD,Agent,007 Widow Ln,New Castle,DE,2016
Tony,Stark,tony.stark@example.org,7259445065.11,Stark Industries,COE,10880 Malibu Point,Greenville,DE,2024
Ash,Ketchum,ash.ketchum@example.org,5669.2,Pokemon League,Trainer,8 Pallet Pkwy,Rehoboth Beach,DE,2018
Bugs,Bunny,bugs.bunny@example.org,824808.92,Warner Bros.,Actor,200 Looney Ln,Newark,DE,2024
Ron,Weasley,ron.weasley@example.org,2118427.12,Weasleys' Wizard Wheezes,Manager,94 Burrow Ln,Milford,DE,2017
Steve,Rogers,steve.rogers@example.org,1300034.97,USO,Captain,1776 Freedom Rd,Seaford,DE,2018
Bugs,Bunny,bugs.bunny@example.org,668146.54,Warner Bros.,Actor,200 Looney Ln,Newark,DE,2018
Rick,Sanchez,rick.sanchez@example.org,529816194.27,Space Cruiser Inc.,Scientist,1 Infinite Rick,Bear,DE,2020
Morty,Smith,morty.smith@example.org,8239.28,Smith Household,Student,31 Citadel Way,Bear,DE,2015
Bugs,Bunny,bugs.bunny@example.org,764354.56,Warner Bros.,Actor,200 Looney Ln,Newark,DE,2022
Bruce,Wayne,bruce.wayne@example.org,9528950742.17,Wayne Enterprises,CEO,1 Wayne Manor,Greenville,DE,2016
Ron,Weasley,ron.weasley@example.org,2091665.32,Weasleys' Wizard Wheezes,Manager,94 Burrow Ln,Milford,DE,2018
Rick,Sanchez,rick.sanchez@example.org,509346781.68,Space Cruiser Inc.,Scientist,,Bear,DE,2025
Homer,Simpson,homer.simpson@example.org,909542.26,Springfield Nuclear Plant,Safety Inspector,744 Evergreen Ter,Elkton,MD,2023
Barbara,Gordon,barbara.gordon@example.org,1425583.65,Gotham PD,IT Specialist,403 Oracle Ave,Wilmington,DE,2017
Peter,Parker,peter.parker@example.org,6427.85,Daily Bugle,Photojournalist,31 4Spider St,Dover,DE,2023
Clark,Kent,clark.kent@example.org,1756561.04,Daily Planet,Reporter,12 Krypton Blvd,Smyrna,DE,2024
Velma,Dinkley,velma.dinkley@example.org,982224.53,Mystery Inc.,Detective,13 Scooby Ct,Middletown,DE,2020
Bugs,Bunny,bugs.bunny@example.org,641543.57,Warner Bros.,Actor,200 Looney Ln,Newark,DE,2019
Bugs,Bunny,bugs.bunny@example.org,,Warner Bros.,Actor,200 Looney Ln,Newark,DE,2022
Tony,Chopper,tony.chopper@example.org,1274881.9,Straw Hat Crew,Doctor,Going Merry,Lewes,DE,2016
Rick,Sanchez,rick.sanchez@example.org,502933416.36,Space Cruiser Inc.,Scientist,1 Infinite Rick,Bear,DE,2024
Wanda,Maximoff,wanda.maximoff@example.org,391548140.57,Avengers,Member,616 Scarlet Dr,Greenville,DE,2025
Bugs,Bunny,bugs.bunny@example.org,668146.54,Warner Bros.,Actor,200 LooneyL n,Newark,DE,2018
Barbara,Gordon,barbara.gordon@example.org,1478131.68,Gotham PD,IT Specialist,403 Oracle Ave,Wilmington,DE,2018
Morty,Smith,morty.smith@example.org,8593.68,Smith Household,Student,31 Citadel Way,Bear,DE,2022
Bruce,Wayne,bruce.wayne@example.org,8859909218.93,Wayne Enterprises,CEO,1 Wayne Manor,Greenville,DE,2020
Ash,Ketchum,ash.ketchum@example.org,5662.3,Pokemon League,Trainer,8 Pallet Pkwy,Rehoboth Beach,DE,2019
Harley,Quinn,harley.quinn@example.org,776737.73,Self‑Employed,Psychiatrist,251 Arkham Blvd,Wilmington,DE,2020
Wanda,Maximoff,wanda.maximoff@example.org,325309742.94,Avengers,Member,616 Scarlet Dr,Greenville,DE,2018
Homer,Simpson,homer.simpson@example.org,931928.65,Springfield Nuclear Plant,Safety Inspector,744 Evergreen Ter,Elkton,MD,2025
Lois,Lane,lois.lane@example.org,1674731.01,Daily Planet,Reporter,50 Planet Sq,Newark,DE,2024
Ash,Ketchum,ash.ketchum@example.org,5669.2,Pokemon League,Trainer,8 Pallet Pkwy,Rehoboth Beach,DE,2018
Patrick,Star,patrick.star@example.org,,Krabby Krab,Line Cook,42 Ocean Ave,Ocean City,MD,2016
Tony,Stark,tony.stark@example.org,7259445065.11,Stark Industries,CEO,10880 Malibu Point,Greenville,DE,2024
Tony,Chopper,tony.chopper@example.org,1228611.65,Straw Hat Crew,Doctor,Going Merry,Lewes,DE,2015
Bruce,Wayne,bruce.wayne@example.org,9220277733.15,Wayne Enterprises,CEO,1 Wayne Manor,Greenville,DE,2023
Peter,Parker,peter.parker@example.org,5959.29,Daily Bugle,Photojournalist,314 Spider St,Dover,DE,2015
Scott,Summers,scott.summers@example.org,373247999.37,Xavier Institute,Teacher,202 Mutant Way,Middletown,DE,2016
Hermione,Granger,hermione.granger@example.org,240389500.7,Ministry of Mgaic,Department Head,9 Spell St,Hockessin,DE,2020
Tony,Chopper,tony.chopper@example.org,1449610.39,Straw Hat Crew,Doctor,Going Merry,Lewes,DE,2024
Peter,Parker,peter.parker@example.org,5967.89,Daily Bugle,Photojournalist,314 Spider St,Dover,DE,2016
Tony,Chopper,tony.chopper@example.org,1369765.52,Straw Hat Crew,Doctor,Going Merry,Lewes,DE,2022
Peter,Parker,peter.parker@example.org,6284.21,Daily Bugle,Photojournalist,314 Spider St,Dover,DE,2020
Bugs,Bunny,bugs.bunny@example.org,677233.53,Warner Bros.,Actor,200 Looney Ln,Newark,DE,2015
Patrick,Star,patrick.star@example.org,7821.8,Krabby Krab,Line Cook,42 Ocean Ave,Ocean City,MD,2018
Natasha,Romanoff,natasha.romanoff@example.org,964193.33,SHIELD,Agent,007 Widow Ln,New Castle,DE,2020
Peter,Parker,peter.parker@example.org,6284.21,Daily Bugle,Photojournalist,314 Spider St,Dover,DE,2020
Patrick,Star,patrick.star@example.org,8277.49,Krabby Krab,Line Cook,42 Ocean Ave,Ocean City,MD,2023
Barbara,Gordon,barbara.gordon@example.org,1599804.32,Gotham PD,IT Specialist,403 Oracle Ave,Wilmington,DE,2025
Wanda,Maximoff,wanda.maximoff@example.org,340267571.62,Avengers,Member,616 Scarlet Dr,Greenville,DE,2017
Steve,Rogers,steve.rogers@example.org,1316462.34,USO,Captain,1776 Freedom Rd,Seaford,DE,2021
Scott,Summers,scott.summers@example.org,396495413.86,Xavier Institute,Teacher,202 Mutant Way,Middletown,DE,2019
Scott,Summers,scott.summers@example.org,429727375.67,Xavier Institute,Teacher,202 Mutant Way,Middletown,DE,2021
Lois,Lane,lois.lane@example.org,1675219.41,Daily Planet,Reporter,50 Planet Sq,Newark,DE,2025
Scott,Summers,scott.summers@example.org,419383705.96,Xavier Institute,Teacher,202 Mutant Way,Middletown,DE,2020
Hermione,Granger,hermione.granger@example.org,271646306.74,Ministry of Magic,Department Head,9 Spell St,Hockessin,DE,2024
Tony,Chopper,tony.chopper@example.org,1277933.49,Straw Hat Crew,Doctor,Going Merry,Lewes,DE,2019
Rick,Sanchez,rick.sanchez@example.org,485813.53,Space Cruiser Inc.,Scientist,1 Infinite Rick,Bear,DE,2015
Scott,Summers,scott.summers@example.org,-428334692.95,Xavier Institute,Teacher,202 Mutant Way,Middletown,DE,2023
Tony,Chopper,tony.chopper@example.org,1277933.49,Straw Hat Crew,Doctor,Going Merry,Lewes,DE,2019
Scott,Summers,scott.summers@example.org,428334692.95,Xavier Institute,Teacher,202 Mutant Way,Middletown,DE,2023
Lois,Lane,lois.lane@example.org,1501102.01,Daily Planet,Reporter,50 Planet Sq,Newark,DE,2017
Wanda,Maximoff,wanda.maximoff@example.org,391548140.57,Avnegers,Member,616 Scarlet Dr,Greenville,DE,2025
Mickey,Mouse,mickey.mouse@example.org,1109189.01,Disney Co,Entertianer,100 Disney Dr,Wilmington,DE,2015
Tony,Stark,tony.stark@example.org,7650548773.26,Stark Industries,CEO,10880 Malibu Point,Greenville,DE,2022
Velma,Dinkley,velma.dinkley@example.org,982224.53,Mystery Inc.,Detective,13 Scooby Ct,Middletown,DE,2020
Natasha,Romanoff,natasha.romanoff@example.org,830421.22,SHIELD,Agent,007 Widow Ln,New Castle,DE,2016
Patrick,Star,patrick.star@example.org,7799.84,Krabby Krab,Line Cook,42 Ocean vAe,Ocean City,MD,2019
Velma,Dinkley,velma.dinkley@example.org,904815.9,Mystery Inc.,Detectvie,13 Scooby Ct,Middletown,DE,2017
Scott,Summers,scott.summers@example.org,373247999.37,Xavier Institute,Teacher,202 Mutatn Way,Middletown,DE,2016
Bruce,Wayne,bruce.wayne@example.org,9528950742.17,Wayne Enterprises,CEO,1 Wayne Manor,Greenville,DE,2016
Hermione,Granger,hermione.granger@example.org,244701238.55,Ministry of Magic,Department Head,9 Spell tS,Hockessin,DE,2018
Ron,Weasley,ron.weasley@example.org,2483330.6,Weasleys' Wizard Wheezes,Manager,,Milford,DE,2024
Bugs,Bunny,bugs.bunny@example.org,688117.39,Warner Bros.,Acotr,200 Looney Ln,Newark,DE,2020
Diana,Prince,diana.prince@example.org,217025412.26,Smithsonian,Curatro,300 Amazon Way,Lewes,DE,2017
Rick,Sanchez,rick.sanchez@example.org,463495253.09,Space Cruiser Inc.,Scientist,1 Infiinte Rick,Bear,DE,2016
Bruce,Wayne,bruce.wayne@example.org,9018692827.59,Wayne Enterprises,CEO,1 Wayne Manor,Greenville,DE,2019
Homer,Simpson,homer.simpson@example.org,,Springfield Nuclear Plant,Safety Inspector,744 Evergreen Ter,Elkton,MD,2015
