Donor First Name,Donor Last Name,Donor Email Address,Date of Donation,Dollar Amount,Note
Diana,Prince,diana.prince@example.org,7/26/25,0.72,Round‑up program
Diana,Prince,diana.prince@example.org,10/22/25,0.01,Round‑up program
Diana,Prince,diana.prince@example.org,11/7/25,0.23,Round‑up program
Diana,Prince,diana.prince@example.org,,0.76,Round‑up program
Diana,Prince,diana.prince@example.org,,0.72,Round‑up program
Diana,Prnice,diana.prince@example.org,12/18/24,0.42,Round‑up program
SpongeBob,qSuarePants,spongebob.squarepants@example.org,1/1/19,0.95,Round‑up program
Rick,Sanchez,rick.sanchez@example.org,10/2/20,259.11,
Rick,Sanchez,rick.sanchez@example.org,5/6/21,133.34,Round‑up program
Rick,Sanchez,rick.sanchez@example.org,11/17/22,227.28,In honor of a friend
Rick,Sanchez,rick.sanchez@example.org,2/8/24,234.57,In honor of a friend
Rick,Sanchez,rick.sanchez@example.org,7/31/24,255.28,Corporate match
Rick,Sanchez,rick.sanchez@example.org,7/31/25,198.75,Corporate match
Rick,Sanchez,rick.sanchez+25@nonprofit.org,14/11/2025,222.08,Gala pledge
Rick,Sanchez,rick.sanchez@example.org,31/01/2023,234.59,
,Satr,patrick.star@example.org,1/9/22,0.88,Round‑up program
Patrick,Satr,patrick.star@example.org,8/9/22,0.94,Round‑up program
,Satr,patrick.star@example.org,6/12/25,0.39,Round‑up program
Lisa,Simpson,lisa.simpson@example.org,11/24/22,100,Round‑up program
Morty,Simth,morty.smith@example.org,9/28/22,45.43,In honor of a friend
,Simth,morty.smith@example.org,10/6/23,52.59,In honor of a friend
Morty,Smith,morty.smith@example.org,6/7/19,0.51,Round‑up program
Morty,Smith,morty.smith@example.org,7/18/19,32.06,In honor of a friend
Morty,Smith,morty.smith@example.org,8/2/19,52.19,Online donation
Morty,Smith,morty.smith@example.org,9/17/19,34.12,Online donation
Morty,Smith,morty.smith@example.org,11/3/19,31.82,Recurring gift
Morty,Smith,morty.s@example.org,3/29/20,20.26,Corporate match
Morty,Smith,morty.smith@example.org,8/30/20,28.52,In honor of a friend
Morty,Smith,morty.smith@example.org,9/28/20,54,
Morty,Smith,morty.smith@example.org,11/7/20,52.83,Gala pledge
Morty,Smith,morty.smith@example.org,1/5/21,41.41,Online donation
Morty,Smith,morty.smith@example.org,2/17/21,57.58,Recurring gift
Morty,Smith,morty.smith@example.org,4/23/21,59.91,
Morty,Smith,morty.smith@example.org,4/29/21,35.79,Corporate match
Morty,Smith,morty.smith@example.org,9/22/21,22.52,Round‑up program
Morty,Smith,morty.smith@example.org,4/25/22,34.44,Recurring gift
Morty,Smith,morty.smith@example.org,7/1/22,28.77,Round‑up program
Morty,Smith,morty.smith@example.org,7/9/22,43.56,
Morty,Smith,morty.smith@example.org,9/5/22,54.71,Corporate match
Morty,Smith,morty.smith@example.org,10/23/22,26.73,
Morty,Smith,morty.smith@example.org,2/19/23,27.38,Corporate match
Morty,Smith,morty.smith@example.org,6/25/23,22.74,Round‑up program
Morty,Smith,morty.smith@example.org,8/5/23,48.17,
Morty,Smith,morty.smith+83@example.org,8/16/23,26.23,Gala pledge
Morty,Smith,morty.smith@example.org,3/18/24,24.18,
Morty,Smith,morty.s@nonprofit.org,6/16/24,31.03,Gala pledge
Morty,Smith,morty.smith@example.org,6/20/24,35.99,Gala pledge
oMrty,Smith,morty.smith@example.org,6/30/24,44.2,Gala pledge
Morty,Smith,morty.smith@example.org,8/15/24,25.44,Gala pledge
Morty,Smith,morty.smith@example.org,10/3/24,24.78,Gala pledge
Morty,Smith,morty.smith@example.org,12/20/24,31.68,Gala pledge
Morty,Smith,morty.smith@example.org,6/22/25,52.01,Gala pledge
Morty,Smith,morty.smith@example.org,7/19/25,26.93,Gala pledge
Morty,Smith,morty.smith@example.org,11/13/25,36.66,Gala pledge
Morty,Smith,morty.smith@example.org,,37.93,Gala pledge
Morty,Smith,morty.smith@example.org,,42.21,Gala pledge
SpongeBob,SquarePanst,spongebob.squarepants@example.org,7/27/19,0.37,Round‑up program
SpongeBob,SquarePants,spongebob.squarepants@example.org,8/20/25,0.06,Round‑up program
SpongeBob,SquarePants,spongebob.squarepants@example.org,1/8/19,0.45,Round‑up program
SpongeBob,SquarePants,spongebob.squarepants@example.org,3/15/19,0.27,Round‑up program
SpongeBob,SquarePants,spongebob.squarepants@example.org,3/19/19,0.28,Round‑up program
SpongeBob,SquarePants,spongebob.squarepants@example.org,3/24/19,0.75,Round‑up program
SpongeBob,SquarePants,spongebob.squarepants@example.org,3/31/19,0.81,Round‑up program
SpongeBob,SquarePants,spongebob.squarepants@example.org,5/26/19,0.23,Round‑up program
SpongeBob,SquarePants,spongebob.squarepants@example.org,8/16/19,0.06,Round‑up program
SpongeBob,SquarePants,spongebob.squarepants@example.org,10/15/19,0.31,Round‑up program
SpongeBob,SquarePants,spongebob.squarepants@example.org,10/20/19,0.06,Round‑up program
SpongeBob,SquarePants,spongebob.squarepants@example.org,11/26/19,0.46,Round‑up program
SpongeBob,SquarePants,spongebob.squarepants@example.org,3/29/20,0.15,Round‑up program
SpongeBob,SquarePants,spongebob.squarepants@example.org,10/7/20,0.69,Round‑up program
SpongeBob,SquarePants,spongebob.squarepants@example.org,10/17/20,0.75,Round‑up program
SpongeBob,SquarePants,spongebob.squarepants@example.org,1/5/21,0.22,Round‑up program
SpongeBob,SquarePants,spongebob.squarepants@example.org,2/2/21,0.7,Round‑up program
SpongeBob,SquarePants,spongebob.squarepants@example.org,2/6/21,0.6,Round‑up program
SpongeBob,SquarePants,spongebob.squarepants@example.org,3/2/21,0.15,Round‑up program
SpongeBob,SquarePants,spongebob.squarepants@example.org,7/7/21,0.96,Round‑up program
SpongeBob,SquarePants,spongebob.squarepants@example.org,8/31/21,0.73,Round‑up program
SpongeBob,SquarePants,spongebob.squarepants@example.org,9/3/21,0.43,Round‑up program
SpongeBob,SquarePants,spongebob.squarepants@example.org,11/5/21,0.29,Round‑up program
SpongeBob,SquarePants,spongebob.squarepants@example.org,1/5/22,0.71,Round‑up program
SpongeBob,SquarePants,spongebob.squarepants@example.org,2/9/22,0.52,Round‑up program
SpongeBob,SquarePants,spongebob.squarepants@example.org,4/22/22,0.53,Round‑up program
SpongeBob,SquarePants,spongebob.squarepants@example.org,5/18/22,0.04,Round‑up program
SpongeBob,SquarePants,spongebob.squarepants@example.org,5/22/22,0.19,Round‑up program
SpongeBob,SquarePants,spongebob.squarepants@example.org,7/28/22,0.56,Round‑up program
SpongeBob,SquarePants,spongebob.squarepants@example.org,9/10/22,0.3,Round‑up program
SpongeBob,SquarePants,spongebob.squarepants@example.org,9/25/22,0.12,Round‑up program
SpongeBob,SquarePants,spongebob.squarepants@example.org,12/4/22,0.64,Round‑up program
SpongeBob,SquarePants,spongebob.squarepants@example.org,2/22/23,0.63,Round‑up program
SpongeBob,SquarePants,spongebob.squarepants@example.org,3/8/23,0.19,Round‑up program
SpongeBob,SquarePants,spongebob.squarepants@example.org,3/13/23,0.52,Round‑up program
SpongeBob,SquarePants,spongebob.squarepants@example.org,3/21/23,1,Round‑up program
SpongeBob,SquarePants,spongebob.squarepants@example.org,5/10/23,0.47,Round‑up program
SpongeBob,SquarePants,spongebob.squarepants@example.org,5/15/23,0.21,Round‑up program
SpongeBob,SquarePants,spongebob.squarepants@example.org,5/29/23,0.62,Round‑up program
SpongeBob,SquarePants,spongebob.squarepants@example.org,6/7/23,0.47,Round‑up program
SpongeBob,SquarePants,spongebob.squarepants@example.org,8/7/23,60.45,Gala pledge
SpongeBob,SquarePants,spongebob.squarepants@example.org,8/8/23,0.42,Round‑up program
SpongeBob,SquarePants,spongebob.squarepants@example.org,10/3/23,0.37,Round‑up program
SpongeBob,SquarePants,spongebob.squarepants@example.org,10/10/23,0.3,Round‑up program
SpongeoBb,SquarePants,spongebob.squarepants@example.org,10/22/23,0.19,Round‑up program
SpongeBob,SquarePants,spongebob.squarepants@example.org,11/17/23,0.84,Round‑up program
SpongeBob,SquarePants,spongebob.squarepants@example.org,12/26/23,0.77,Round‑up program
SpongeBob,SquarePants,spongebob.squarepants@example.org,12/29/23,0.82,Round‑up program
SponegBob,SquarePants,spongebob.squarepants@example.org,3/8/24,0.28,Round‑up program
SpongeBob,SquarePants,spongebob.squarepants@example.org,3/22/24,0.26,Round‑up program
SpongeBob,SquarePants,spongebob.squarepants@example.org,4/27/24,0.56,Round‑up program
SpongeBob,SquarePants,spongebob.squarepants@example.org,11/13/24,0.77,Round‑up program
SpongeBob,SquarePants,spongebob.squarepants@example.org,12/13/24,0.38,Round‑up program
SpongeBob,SquarePants,spongebob.squarepants@example.org,12/13/24,0.63,Round‑up program
SpongeBob,SquarePants,spongebob.squarepants@example.org,12/18/24,0.37,Round‑up program
SpongeBob,SquarePants,spongebob.squarepants@example.org,1/7/25,0.53,Round‑up program
SpongeBob,SquarePants,spongebob.squarepants@example.org,1/9/25,0.29,Round‑up program
SpongeBob,SquarePants,spongebob.squarepants@example.org,1/19/25,0.32,Round‑up program
SpongeBob,SquarePants,spongebob.squarepants@example.org,2/20/25,0.3,Round‑up program
SopngeBob,SquarePants,spongebob.squarepants@example.org,3/30/25,0.45,Round‑up program
SpongeBob,SquarePants,spongebob.squarepants@example.org,7/12/25,0.13,Round‑up program
SpongeBob,SquarePants,spongebob.squarepants@example.org,7/31/25,0.83,Round‑up program
SpongeBob,SquarePants,spongebob.squarepants@example.org,9/19/25,0.08,Round‑up program
SpongeBob,SquarePants,spongebob.squarepants@example.org,,0.12,Round‑up program
SpongeBob,SquarePants,spongebob.squarepants@example.org,,0.66,Round‑up program
SpongeBob,SquarPeants,spongebob.squarepants@example.org,3/26/21,0.56,Round‑up program
SpongeBob,SquraePants,spongebob.squarepants@example.org,6/5/19,0.22,Round‑up program
Patrick,Star,patrick.star@example.org,11/7/25,0.77,Round‑up program
Patrick,Star,patrick.star@example.org,1/14/19,0.55,Round‑up program
Patrick,Star,patrick.star@example.org,2/8/19,0.95,Round‑up program
